bio_url,bio,name,voice_model,advanced_voice_model,fallout4_voice_folder,race,gender,species,refid_int,baseid_int,author and notes,base_id,ref_id
/wiki/Smith_(Sanctuary_Hills),Mr.,Mr. Smith,maleboston,,NPCMMrSmith,Human,Male,,831939,1172309,YetAnotherModder,11E355,0CB1C3
/wiki/Sumner_(male),Mr.,Neighbor,maleghoul,,NPCMMrSumner,Ghoul,Male,,1178011,1178009,YetAnotherModder,11F999,11F99B
/wiki/Sumner_(female),Mrs.,Neighbor,femaleghoul,,NPCFMrsSumner,Ghoul,Female,,1178012,129434,YetAnotherModder,01F99A,11F99C
/wiki/Washington_(male),Mr.,Neighbor,maleghoul,,NPCMMrWashington,Ghoul,Male,,1674100,777743,YetAnotherModder,0BDE0F,198B74
/wiki/Washington_(female),Mrs.,Neighbor,femaleghoul,,NPCFMrsWashington,Ghoul,Female,,1674101,777744,YetAnotherModder,0BDE10,198B75
/wiki/Whitfield_(male),Mr.,Mr. Whitfield,maleboston,,NPCMMrWhitfield,Human,Male,,1173392,1173390,YetAnotherModder,11E78E,11E790
/wiki/Whitfield_(female),Mrs.,Mrs. Whitfield,Desdemona,,NPCFMrsWhitfield,Human,Female,,1173391,1173389,YetAnotherModder,11E78D,11E78F
/wiki/Rosa_(Fallout_4),Ms.,Neighbor,femaleghoul,,NPCFMsRosa,Ghoul,Female,,777722,777720,YetAnotherModder,0BDDF8,0BDDFA
/wiki/Chris_Rosa,Chris Rosa[1][2] is one of the Sole Survivor and Nate/Nora's neighbors in Sanctuary Hills in 2077.,Neighbor,maleghoul,,NPCMChrisRosa,Ghoul,Male,,799102,799100,YetAnotherModder,0C317C,0C317E
/wiki/Jake_Finch,"Jake Finch is the son of Abraham Finch, the owner of Finch farm, living in the Commonwealth in 2287.",Jake Finch,MaleEvenToned,,MaleEvenToned,Human,Male,,285751,258605,YetAnotherModder,03F22D,045C37
/wiki/Lexa,Lexa is a bodyguard living in the Commonwealth in 2287.,Lexa,FemaleEvenToned,,FemaleEvenToned,Human,Female,,2035781,1615573,YetAnotherModder,18A6D5,1F1045
/wiki/Simon_(Fallout_4),Simon is a bodyguard living in the Commonwealth in 2287.,Simon,MaleEvenToned,,MaleEvenToned,Human,Male,,2035780,1615572,YetAnotherModder,18A6D4,1F1044
/wiki/Slag,"Slag is the leader of the Forged, a fanatical gang of fire-worshiping raiders established in the Saugus Ironworks in 2287.",Slag,MaleRaider02,,RaiderMale02,Human,Male,,174770,1249305,YetAnotherModder,131019,02AAB2
/wiki/Stash,Stash is a chem dealer living in the Commonwealth in 2287.,Stash,FemaleEvenToned,,FemaleEvenToned,Human,Female,,1615581,1615569,YetAnotherModder,18A6D1,18A6DD
/wiki/Henri,"Brother Henri was sent to the Sentinel site Prescott, a nuclear launch site located in the Glowing Sea, probably by Mother Isolde[citation needed] to guard the various atomic weapons stored there.",Brother Henri,maleboston,,NPCMHenri,Human,Male,,733153,733143,YetAnotherModder,0B2FD7,0B2FE1
/wiki/Atom%27s_Wrath,Atom's Wrath is an Assaultron that accompanied Brother Henri in 2287 on his journey to the sentinel site.,Atom's Wrath,robot_assaultron,,robotassaultron,Assaultron,Female,,1327177,1327178,YetAnotherModder,14404A,144049
/wiki/Mikail,"A denizen of the Commonwealth, Mikail tried to brave the dangers of downtown Boston to reunite with his loved one.",Mikail,MaleBoston,,MaleBoston,Human,Male,,420486,420053,YetAnotherModder,0668D5,066A86
/wiki/Swan,"Swan, born Edgar Swann, is a unique super mutant behemoth living in Swan's Pond, the center of the Boston Common in 2287.",Swan,supermutant03,,CrSwan,Super mutantHuman(formerly),Male,,355195,355196,YetAnotherModder,056B7C,056B7B
/wiki/Ronnie_Shaw,Ronnie Shaw is a veteran officer of the Minutemen living in the Commonwealth in 2287.,Ronnie Shaw,RonnieShaw,,NPCFRonnieShaw,Human,Female,,351945,238680,YetAnotherModder,03A458,055EC9
/wiki/McGann,"McGann was general of the Minutemen, stationed at the Castle when it was taken over by a mirelurk queen.",General McGann,MaleEvenToned,,MaleEvenToned,Human,Male,,765838,765836,YetAnotherModder,0BAF8C,0BAF8E
/wiki/Sarge,Sarge is a sentry bot in the Castle tunnels in 2287.,Sarge,ironsides,,robotsentrybot,Sentry bot,Male,,759227,1228870,YetAnotherModder,12C046,0B95BB
/wiki/Alan_Binet,Alan Binet (username Binet.,Alan Binet,maleboston,,NPCMAlanBinet,Human,Male,,698255,386400,YetAnotherModder,05E560,0AA78F
/wiki/Alana_Secord,Alana Secord (username Secord.,Alana Secord,femaleboston,,NPCFAlanaSecord,Human,Female,,400431,386404,YetAnotherModder,05E564,061C2F
/wiki/Alice_Thompson,Alice Thompson is a child in the Institute in 2287.,Alice Thompson,tinadeluca,,FemaleChild,Human,Female,,1346424,1346418,YetAnotherModder,148B72,148B78
/wiki/Allie_Filmore,Allie Filmore (username Filmore.,Allie Filmore,femaleboston,,NPCFAllieFilmore,Human,Female,,400433,386391,YetAnotherModder,05E557,061C31
/wiki/Brendan_Volkert,Brendan Volkert (username Volkert.,Brendan Volkert,vaulttecscientist,,NPCMBrendanVolkert,Human,Male,,1346428,1346422,YetAnotherModder,148B76,148B7C
/wiki/Clayton_Holdren,Doctor Clayton Holdren[1] (username Holdren.,Clayton Holdren,vaulttecscientist,,NPCMClaytonHoldren,Human,Male,,400434,386396,YetAnotherModder,05E55C,061C32
/wiki/Dean_Volkert,Doctor Dean Volkert (username Volkert.,Dean Volkert,vaulttecscientist,,NPCMDeanVolkert,Human,Male,,400435,386398,YetAnotherModder,05E55E,061C33
/wiki/Enrico_Thompson,Enrico Thompson (username Thompson.,Enrico Thompson,vaulttecscientist,,NPCMEnricoThompson,Human,Male,,400436,386394,YetAnotherModder,05E55A,061C34
/wiki/Evan_Watson,Doctor Evan Watson[2] (username Watson.,Evan Watson,vaulttecscientist,,NPCMEvanWatson,Human,Male,,400437,386401,YetAnotherModder,05E561,061C35
/wiki/Eve,Eve is a third generation synth living in the Institute in 2287.,Eve,FemaleEvenToned,,FemaleEvenToned,Synth,Female,,1124517,1124516,YetAnotherModder,1128A4,1128A5
/wiki/G9-81,G9-81 is a synth living in the Institute in 2287.,G9-81,FemaleEvenToned,,NPCFG9-81,Synth,Female,,867515,862713,YetAnotherModder,0D29F9,0D3CBB
/wiki/Isaac_Karlin,Doctor Isaac Karlin[1] (username Karlin.,Isaac Karlin,vaulttecscientist,,NPCMIsaacKarlin,Human,Male,,400438,386397,YetAnotherModder,05E55D,061C36
/wiki/Janet_Thompson,Janet Thompson is a scientist in the Advanced Systems division of the Institute in 2287.,Janet Thompson,FemaleEvenToned,,FemaleEvenToned,Human,Female,,1346423,1346417,YetAnotherModder,148B71,148B77
/wiki/Julia_Thompson,Julia Thompson is a child in the Institute in 2287.,Julia Thompson,tinadeluca,,NPCFJuliaThompsonChild,Human,Female,,1346425,1346419,YetAnotherModder,148B73,148B79
/wiki/Justin_Ayo,Dr.,Justin Ayo,vaulttecscientist,,NPCMJustinAyo,Human,Male,,400439,386403,YetAnotherModder,05E563,061C37
/wiki/Lawrence_Higgs,Lawrence Higgs is a scientist living in the Institute in 2287.,Lawrence Higgs,vaulttecscientist,,NPCMLawrenceHiggs,Human,Male,,400440,386393,YetAnotherModder,05E559,061C38
/wiki/Liam_Binet,"Liam Binet (also known as Patriot, username Binet.",Liam Binet,vaulttecscientist,,NPCMLiamBinet,Human,Male,,701164,688868,YetAnotherModder,0A82E4,0AB2EC
/wiki/Madison_Li,Doctor Madison Li (Institute username Li.,Madison Li,Madison Li,,NPCFMadisonLi,Human,Female,,2020391,386623,YetAnotherModder,05E63F,1ED427
/wiki/Max_Loken,Max Loken (username Loken.,Max Loken,vaulttecscientist,,NPCMMaxLoken,Human,Male,,400442,386399,YetAnotherModder,05E55F,061C3A
/wiki/Nathan_Filmore,Nathan Filmore is a member of the Advanced Systems division of the Institute in 2287.,Nathan Filmore,MaleEvenToned,,MaleRough,Human,Male,,1346427,1346421,YetAnotherModder,148B75,148B7B
/wiki/Newton_Oberly,Dr.,Newton Oberly,vaulttecscientist,,NPCMNewtonOberly,Human,Male,,400443,386395,YetAnotherModder,05E55B,061C3B
/wiki/Quentin_Filmore,Quentin Filmore (username Filmore.,Quentin Filmore,clem,,MaleChild,Human,Male,,1346426,1346420,YetAnotherModder,148B74,148B7A
/wiki/Rosalind_Orman,Rosalind Orman (username Ormand.,Rosalind Orman,femaleboston,,NPCFRosalindOrman,Human,Female,,400444,386402,YetAnotherModder,05E562,061C3C
/wiki/Shaun_(synth),"Shaun (designation: S9-23) is a prototype synth created by the real Shaun and lives in the Institute, unless the Sole Survivor opts to destroy the Institute during the mission The Nuclear Option, after which he can be sent to the Commonwealth or left to die in the Institute's nuclear explosion.",Shaun,Clem,,NPCMShaun10,Synth,Male,,377656,356547,YetAnotherModder,0570C3,05C338
/wiki/Synth_requisition_officer,The synth requisition officer (named synth in-game) is a generation 2 synth merchant in the Institute's concourse in Fallout.,Synth,gen1synth01,,SynthGen1Male01,Synth,Male,,1578227,1578226,YetAnotherModder,1814F2,1814F3
/wiki/X6-88,"X6-88 is a courser-class synth serving the Institute in 2287, performing various missions on their behalf in the Commonwealth.",X6-88,X6-88,,NPCMX6-88,Synth,Male,,925962,769766,YetAnotherModder,0BBEE6,0E210A
/wiki/Z1-14,Z1-14 is a maintenance synth living in the Institute in 2287.,Z1-14,MaleEvenToned,,NPCMZ114,Synth,Male,,867514,862712,YetAnotherModder,0D29F8,0D3CBA
/wiki/XPN-20A,XPN-20A is a hostile synth encountered in the Institute's reactor room during the quest The Nuclear Option with any faction.,XPN-20A,gen1synth01,,synthgen1male02,Synth,Male,,408680,1899287,YetAnotherModder,1CFB17,063C68
/wiki/Z4K-97B,Z4K-97B is a synth living in the Institute in 2287.,Z4K-97B,gen1synth01,,synthgen1male02,Synth,Male,,1973642,1899288,YetAnotherModder,1CFB18,1E1D8A
/wiki/A-2018,A-2018 is a synth living in the Institute in 2287.,A-2018,gen1synth01,,synthgen1male02,Synth,Male,,1973643,1899289,YetAnotherModder,1CFB19,1E1D8B
/wiki/Arthur_Maxson,Elder Arthur Maxson (Registration MX-001E) is the last descendant of the Maxson lineage.,Elder Maxson,Elder Maxson,,NPCMElderMaxson,Human,Male,,117784,410296,YetAnotherModder,0642B8,01CC18
/wiki/Emmett,Emmett is a house cat found on the Prydwen in 2287.,Emmett,maleghoul,,CrCat,House cat,Male,,1406046,1397445,YetAnotherModder,1552C5,15745E
/wiki/Kells,"Lancer Captain Kells, registration KS-390LC,[1] is the captain of the Brotherhood of Steel's airship the Prydwen in 2287.",Lancer Captain Kells,LancerCaptainKells,,NPCMLancerCaptainKells,Human,Male,,117781,410290,YetAnotherModder,0642B2,01CC15
/wiki/Cade,"Knight-Captain Cade, registration CD-440KC,[1] is the medical officer of the Prydwen in 2287.",Knight-Captain Cade,knight_captain_cade,,NPCMKnightCaptainCade,Human,Male,,570165,410291,YetAnotherModder,0642B3,08B335
/wiki/Ingram,"Proctor Ingram, registration IG-444PR,[1] is head of engineering and the proctor for the Order of the Shield at the Prydwen in 2287.",Proctor Ingram,Proctor Ingram,,NPCFProctorIngram,Human,Female,,570176,410293,YetAnotherModder,0642B5,08B340
/wiki/Quinlan,"Proctor Quinlan, registration QN-448PR,[1] is the head of the archives and R&D division, and proctor for the Order of the Quill on the Prydwen in Fallout.",Proctor Quinlan,proctor_quinlan,,NPCMProctorQuinlan,Human,Male,,587094,410294,YetAnotherModder,0642B6,08F556
/wiki/Teagan,"Proctor Teagan, registration TG-477PR,[1] is the Brotherhood of Steel's quartermaster and the proctor for the Order of the Sword, living on the Prydwen in 2287.",Proctor Teagan,proctor_teagan,,NPCMProctorTeagan,Human,Male,,117759,410292,YetAnotherModder,0642B4,01CBFF
/wiki/Neriah,"Senior Scribe Neriah, registration NR-490SS,[1] is a scientist serving on the Prydwen in 2287.",Senior Scribe Neriah,scribe_neriah,,NPCFScribeNeriah,Human,Female,,117882,410297,YetAnotherModder,0642B9,01CC7A
/wiki/Buddy,"Drinkin' Buddy, also called Buddy, is a modified Protectron, located in the basement of the Shamrock Taphouse in 2287.",Buddy,robot_assaultron,,RobotProtectron,ModifiedProtectron,Male,,1524379,987824,YetAnotherModder,0F12B0,17429B
/wiki/Donny_Kowalski,"Donny Kowalski is a child living in ruins of the Boston waterfront, in the Commonwealth in 2287.",Donny Kowalski,Clem,,NPCMDonnyKowalsky,Human,Male,,213500,206773,YetAnotherModder,0327B5,0341FC
/wiki/Gaff,Gaff is a raider living in the Commonwealth in 2287.,Gaff,MaleRaider01,,RaiderMale01,Human,Male,,475950,713047,YetAnotherModder,0AE157,07432E
/wiki/Arlen_Glass,Arlen Glass is a ghoul living in The Slog in 2287.,Arlen Glass,MaleGhoul,,NPCMArlenGlass,Ghoul,Male,,349508,152814,YetAnotherModder,0254EE,55544
/wiki/Deirdre_(Fallout_4),Deirdre is a female ghoul located in the Slog in 2287.,Deirdre,FemaleGhoul,,FemaleGhoul,Ghoul,Female,,297848,258619,YetAnotherModder,03F23B,048B78
/wiki/Holly_(Fallout_4),Holly is a ghoul living at the Slog in the Commonwealth in 2287.,Holly,FemaleGhoul,,FemaleGhoul,Ghoul,Female,,297849,258618,YetAnotherModder,03F23A,048B79
/wiki/Jones_(Fallout_4),Jones is a male ghoul living in the Slog in 2287.,Jones,MaleGhoul,,MaleGhoul,Ghoul,Male,,297847,258617,YetAnotherModder,03F239,048B77
/wiki/Wiseman,Wiseman is a male ghoul residing in the Commonwealth in 2287.,Wiseman,MaleGhoul,,MaleGhoul,Ghoul,Male,,297846,258612,YetAnotherModder,03F234,048B76
/wiki/Rex_Goodman,Rex Goodman is a radio actor in the Commonwealth in 2287.,Rex Goodman,maleboston,,NPCMRexGoodman,Human,Male,,258789,224618,YetAnotherModder,036D6A,03F2E5
/wiki/Strong,Strong is a super mutant imprisoned at Trinity Tower in 2287.,Strong,Strong,,NPCMStrong,Super mutant,Male,,258747,161410,YetAnotherModder,27682,03F2BB
/wiki/Fist_(super_mutant),Fist is a super mutant in the Commonwealth in 2287.,Fist,Supermutant,,CrSuperMutant,Super mutant,Male,,258795,258794,YetAnotherModder,03F2EA,03F2EB
/wiki/Bosun,The bosun is a nearly broken Mister Handy that only has its head and thruster left.,Bosun,robot_mrhandy,,RobotMS11Bosun,Mister Handy,Male,,665888,665887,YetAnotherModder,0A291F,0A2920
/wiki/Ironsides,Ironsides is a sentry bot and the captain of the USS Constitution in 2287.,Ironsides,Ironsides,,RobotIronsides,Sentry bot,Male,,628225,241092,YetAnotherModder,03ADC4,99601
/wiki/Davies,Davies is a scavenger in the Commonwealth in 2287.,Davies,maleboston,,NPCMDavies,Human,Male,,628143,320414,YetAnotherModder,04E39E,0995AF
/wiki/First_mate_(robot),"The first mate can be found on one of the higher decks of the USS Constitution, leading the other Protectrons and turrets found on the ship.",First Mate,robot_assaultron,,RobotFirstMate,Police Protectron,Male,,660995,660993,YetAnotherModder,0A1601,0A1603
/wiki/Lookout_(Mister_Handy),Lookout is a Mister Handy and crewman of the USS Constitution in 2287.,Lookout,robot_mrhandy,,RobotLookout,Mister Handy,Male,,628131,594827,YetAnotherModder,09138B,0995A3
/wiki/Mandy_Stiles,Mandy Stiles is a scavenger in the Commonwealth in 2287.,Mandy Stiles,femaleboston,,NPCFMandyStiles,Human,Female,,628141,241096,YetAnotherModder,03ADC8,0995AD
/wiki/Mr._Navigator,Mr.,Mr. Navigator,robot_mrhandy,,RobotNavigator,Mister Handy,Male,,661000,660999,YetAnotherModder,0A1607,0A1608
/wiki/Alexis_Combes,Alexis Combes is a woman living in Vault 81 in 2287.,Alexis Combes,femaleboston,,NPCFAlexisCombes,Human,Female,,174106,174105,YetAnotherModder,02A819,02A81A
/wiki/Ashes,Ashes is a house cat living in Vault 81 in the Commonwealth in 2287.,Ashes,maleghoul,,crcat,House cat,Male,,803707,174133,YetAnotherModder,02A835,0C437B
/wiki/Austin_Engill,Austin Engill is a child resident of Vault 81 in 2287.,Austin Engill,Clem,,NPCMAustinEngill,Human,Male,,360886,360885,YetAnotherModder,0581B5,0581B6
/wiki/Bobby_De_Luca,"Bobby is assigned to work in the reactor room with Old Rusty, but does not complete any of the work himself.",Bobby De Luca,maleboston,,NPCMBobbyDeLuca,Human,Male,,174123,174121,YetAnotherModder,02A829,02A82B
/wiki/Calvin_Whitaker,Calvin Whitaker is a middle-aged male resident living in Vault 81 as a repairman.,Calvin,maleboston,,NPCMCalvinWhitaker,Human,Male,,1390677,1390671,YetAnotherModder,15384F,153855
/wiki/Curie,"Contagions Vulnerability Robotic Infirmary Engineer (CVRIE),[2] or Curie, is a heavily-modified Miss Nanny designed by Vault 81's covert research team in the aftermath of the Great War.",Curie,robotcurie,,NPCFCurie,Handy,Female,,1057353,161414,YetAnotherModder,27686,102249
/wiki/Curie,"Contagions Vulnerability Robotic Infirmary Engineer (CVRIE),[2] or Curie, is a heavily-modified Miss Nanny designed by Vault 81's covert research team in the aftermath of the Great War.",Curie,curie,,NPCFCurie,Human,Female,,1057353,161414,YetAnotherModder,27686,102249
/wiki/Jacob_Forsythe,Dr.,Dr. Jacob Forsythe,vaulttecscientist,,NPCMJacobForsythe,Human,Male,,174114,174113,YetAnotherModder,02A821,02A822
/wiki/Priscilla_Penske,Dr.,Dr. Penske,femaleboston,,NPCFPriscillaPenske,Human,Female,,174118,174117,YetAnotherModder,02A825,02A826
/wiki/Erin_Combes,Erin Combes is a child resident of Vault 81 in 2287.,Erin Combes,femaleboston,,NPCFErinCombes,Human,Female,,174130,174128,YetAnotherModder,02A830,02A832
/wiki/Gwen_McNamara,Gwen McNamara is the overseer of Vault 81 in the Commonwealth in 2287.,Overseer,gwen_mcnamara,,NPCFGwenMcNamara,Human,Female,,174132,174131,YetAnotherModder,02A833,02A834
/wiki/Holt_Combes,Holt Combes is a character living in Vault 81 in the Commonwealth in 2287.,Holt Combes,maleboston,,NPCMHoltCombes,Human,Male,,174129,174127,YetAnotherModder,02A82F,02A831
/wiki/Horatio_(Fallout_4),Horatio is a resident of Vault 81 and a barber in 2287.,Horatio,maleboston,,NPCMHoratio,Human,Male,,174108,174107,YetAnotherModder,02A81B,02A81C
/wiki/Katy_Pinn,"Katy is the teacher in Vault 81, having been assigned and trained the role following her G.",Katy,femaleboston,,NPCFKatherinePinn,Human,Female,,174120,174119,YetAnotherModder,02A827,02A828
/wiki/Maria_Summerset,"Maria ""Mary"" Summerset[1] is a resident of Vault 81 in the Commonwealth in 2287.",Maria Summerset,femaleboston,,NPCFMariaSummerset,Human,Female,,174112,174110,YetAnotherModder,02A81E,02A820
/wiki/Mark_Summerset,"Markus William ""Mark"" Summerset[2] is a resident of Vault 81 in the Commonwealth in 2287.",Mark Summerset,maleboston,,NPCMMarkSummerset,Human,Male,,174111,174109,YetAnotherModder,02A81D,02A81F
/wiki/Miranda_Song,Miranda Song is a resident of Vault 81 in Fallout.,Miranda,femaleboston,,NPCFMirandaSong,Human,Female,,701401,701400,YetAnotherModder,0AB3D8,0AB3D9
/wiki/Neil_Freund,"Neil helps with maintenance in the vault and spends his time at the vault entrance, though he occasionally needs breaks because of the migraines that he suffers.",Neil,maleboston,,NPCMNeilFreund,Human,Male,,701403,701402,YetAnotherModder,0AB3DA,0AB3DB
/wiki/Scott_Edwards,Scott Edwards is a security officer for Vault 81 in 2287.,Officer Edwards,Sturges,,NPCMScottEdwards,Human,Male,,1390678,1390670,YetAnotherModder,15384E,153856
/wiki/Old_Rusty,Old Rusty is a Mister Handy in the Commonwealth in 2287.,Old Rusty,robot_mrhandy,,RobotMrHandy,Mister Handy,Male,,174126,174125,YetAnotherModder,02A82D,02A82E
/wiki/Rachel_(Fallout_4),Rachel is one of the doctors of Vault 81 in the Commonwealth in 2287.,Rachel,femaleboston,,NPCFRachel,Human,Female,,174116,174115,YetAnotherModder,02A823,02A824
/wiki/Tina_De_Luca,Tina De Luca is a resident of Vault 81 in 2287.,Tina De Luca,TinaDeLuca,,NPCFTinaDeLuca,Human,Female,,174124,174122,YetAnotherModder,02A82A,02A82C
/wiki/Darla_(Fallout_4),"Darla is the current lover and gun moll of Skinny Malone, the leader of the Triggermen gang operating in downtown Boston in 2287.",Darla,femaleboston,,NPCFDarla,Human,Female,,616922,616921,YetAnotherModder,0969D9,0969DA
/wiki/Dino_(Fallout_4),Dino is a member of Skinny Malone's Triggermen gang operating in the Commonwealth in 2287.,Dino,MaleTriggerman,,MaleTriggerman01,Human,Male,,539348,1524015,YetAnotherModder,17412F,083AD4
/wiki/Nick_Valentine,Nick Valentine is a synthetic private detective living in Diamond City in 2287.,Nick Valentine,Nick,,NPCMNickValentine,Synth,Male,,12069,12068,YetAnotherModder,002F24,002F25
/wiki/Skinny_Malone,Skinny Malone is a leader of the Triggermen who reside at Park Street station in the Boston Common in 2287.,Skinny Malone,maleboston,,NPCMSkinnyMalone,Human,Male,,540597,540596,YetAnotherModder,083FB4,083FB5
/wiki/Bear_(raider),Bear is a member of a group of raiders occupying Walden Pond.,Bear,MaleRaider02,,RaiderMale02,Human,Male,,439969,1734307,YetAnotherModder,1A76A3,06B6A1
/wiki/Tweez,Tweez is a member of a group of raiders occupying Walden Pond.,Tweez,MaleRaider01,,RaiderMale01,Human,Male,,439970,1734306,YetAnotherModder,1A76A2,06B6A2
/wiki/Walter_(Walden_Pond),Walter is a raider at Walden Pond in 2287.,Walter,MaleRaider01,,RaiderMale01,Human,Male,,369002,1734310,YetAnotherModder,1A76A6,05A16A
/wiki/Whiplash,Whiplash is a raider in the Commonwealth in 2287.,Whiplash,FemaleRaider01,,RaiderFemale01,Human,Female,,439972,1738861,YetAnotherModder,1A886D,06B6A4
/wiki/Bill_Sutton,Bill Sutton is the foreman at Warwick homestead in 2287.,Bill Sutton,MaleEvenToned,,MaleRough,Human,Male,,102422,258616,YetAnotherModder,03F238,19016
/wiki/Cedric_Hopton,Cedric Hopton is a farmhand living at Warwick homestead in 2287.,Cedric Hopton,MaleOld,,MaleOld,Human,Male,,659993,659991,YetAnotherModder,0A1217,0A1219
/wiki/Janey_Warwick,Janey Warwick is a resident of Warwick homestead in 2287.,Janey Warwick,FemaleEvenToned,,FemaleEvenToned,Human,Female,,297895,258613,YetAnotherModder,03F235,048BA7
/wiki/June_Warwick,June Warwick is a farmer living at Warwick homestead in 2287.,June Warwick,FemaleBoston,,FemaleBoston,Human,Female,,297896,258614,YetAnotherModder,03F236,048BA8
/wiki/Roger_Warwick,Roger Warwick is an Institute synth posing as a farmer living at Warwick homestead in 2287.,Roger Warwick,MaleEvenToned,,MaleEvenToned,Synth,Male,,297897,258620,YetAnotherModder,03F23C,048BA9
/wiki/Wally_Warwick,Wally Warwick is a child living at Warwick homestead in 2287.,Wally Warwick,Clem,,MaleChild,Human,Male,,297898,258615,YetAnotherModder,03F237,048BAA
/wiki/Anne_Hargraves,Anne Hargraves is a seamstress and radio actress living in the WRVR broadcast station in 2287.,Anne Hargraves,femaleboston,,NPCFAnneHargraves,Human,Female,,224626,224623,YetAnotherModder,036D6F,036D72
/wiki/George_Cooper,George Cooper is a radio actor living in the WRVR broadcast station in 2287.,George Cooper,maleboston,,NPCMGeorgeCooper,Human,Male,,224625,224622,YetAnotherModder,036D6E,036D71
/wiki/Absalom,"Absalom is a hostile wastelander wandering the Commonwealth and even as far as the Island, in 2287.",Absalom,MaleEvenToned,,MaleEvenToned,Human,Male,,1363615,1363614,YetAnotherModder,14CE9E,14CE9F
/wiki/Ack-Ack,Ack-Ack is a raider boss whose gang regularly extorts vulnerable settlements in the Commonwealth in 2287.,Ack-Ack,FemaleRaider01,,RaiderFemale01,Human,Female,,440411,725083,YetAnotherModder,0B105B,06B85B
/wiki/Alien_(Fallout_4),An alien is a creature found in the Commonwealth in 2287.,Alien,maleghoul,,--,Alien,Male,,1601728,1592401,YetAnotherModder,184C51,1870C0
/wiki/Angie_(Fallout_4),Angie is a woman met during the Self Admitted Synth random encounter.,Angie,FemaleRough,,FemaleRough,Human,Female,,0,1639918,YetAnotherModder,1905EE,0
/wiki/Art_(synth),Art is a third-generation synth in the Commonwealth in 2287.,Art,MaleEvenToned,,MaleEvenToned,Synth,Male,,0,1566604,YetAnotherModder,17E78C,0
/wiki/Art_(human),Art is a wastelander living in the Commonwealth in 2287.,Art,MaleEvenToned,,MaleEvenToned,Human,Male,,0,1566614,YetAnotherModder,17E796,0
/wiki/Barney_Rook,"Barney Rook is the last remaining resident of Salem and the commander, quartermaster, sergeant at arms and scribe of the Salem Volunteer Militia in 2287.",Barney Rook,maleboston,,NPCMBarneyRook,Human,Male,,425110,316530,YetAnotherModder,04D472,067C96
/wiki/Bethany,Bethany is a ghoul doctor living in the Commonwealth in 2287.,Bethany,FemaleGhoul,,FemaleGhoul,Ghoul,Female,,2260692,2260690,YetAnotherModder,227ED2,227ED4
/wiki/Big_Maude,Big Maude is a raider in the Commonwealth in 2287.,Big Maude,FemaleRaider01,,RaiderFemale01,Human,Female,,0,1288522,YetAnotherModder,13A94A,0
/wiki/Billy_Peabody,Billy Peabody is a ghoul child living in the Commonwealth in 2287.,Billy,Clem,,NPCMBilly,Ghoul,Male,,165459,165424,YetAnotherModder,28630,28653
/wiki/Boomer_(Fallout_4),Boomer is a raider leader at Outpost Zimonja in 2287.,Boomer,MaleRaider02,,RaiderMale02,Human,Male,,713061,713044,YetAnotherModder,0AE154,0AE165
/wiki/Bridget,Captain Bridget is the leader of a group of Gunners established at the Hub City Auto Wreckers in 2287.,Captain Bridget,GangOperatorFemale01,,GunnersFemale01,Human,Female,,247453,335505,YetAnotherModder,1E+092,03C69D
/wiki/Sally_(Fallout_4),"Captain Sally is the sixth and final target in the To the Mattresses missions, where Railroad leader Desdemona has given the Sole Survivor the assignment to eliminate members of the L&L Gang, which targets and murders synths.",Captain Sally,FemaleRaider01,,RaiderFemale01,Human,Female,,0,1288541,YetAnotherModder,13A95D,0
/wiki/Zao,"Captain Zao is the ghoulified captain of the Yangtze-31 and a former officer in the Chinese Navy,[1] responsible for launching his vessel's nuclear missiles at targets in the US during the Great War.",Captain Zao,maleghoul,,NPCMCaptainZao,Ghoul,Male,,213020,206774,YetAnotherModder,0327B6,03401C
/wiki/First_mate_(ghoul),The first mate is a glowing one found inside the Chinese submarine the Yangtze in 2287.,First Mate,maleghoul,,maleghoul,Glowing one,Male,,1773727,1788075,YetAnotherModder,1B48AB,1B109F
/wiki/Caretaker,Caretaker is a Railroad agent operating within the Commonwealth in 2287.,Caretaker,maleboston,,NPCMCaretaker,Human,Male,,736969,736967,YetAnotherModder,0B3EC7,0B3EC9
/wiki/Charlie_(Fallout_4),Charlie is a randomly encountered child in the Commonwealth in 2287.,Charlie,tinadeluca,,FemaleChild,Human,Female,,0,1734594,YetAnotherModder,1A77C2,0
/wiki/Cinder,Cinder is the leader of the gang of raiders established inside Revere Beach station in 2287.,Cinder,FemaleRaider01,,RaiderFemale01,Human,Female,,436908,713043,YetAnotherModder,0AE153,06AAAC
/wiki/Clinton,Clinton is a man that may be randomly encountered in the Commonwealth in 2287.,Clinton,MaleBoston,,MaleBoston,Human,Male,,0,1734598,YetAnotherModder,1A77C6,0
/wiki/Clutch,Clutch is the leader of a group of raiders residing at Back Street Apparel in 2287.,Clutch,FemaleRaider01,,RaiderFemale01,Human,Female,,321526,713046,YetAnotherModder,0AE156,04E7F6
/wiki/Conrad_Kellogg,"Conrad Kellogg is a ruthless, highly skilled mercenary acting as the main surface operative of the Institute in the Commonwealth.",Kellogg,Kellog,,NPCMKellogg,Human(cyborg),Male,,638065,638060,YetAnotherModder,09BC6C,09BC71
